conv_id,date,transcript,num_msgs,email_usuario,preguntas_usuario,resumen,subsidio_recomendado,rsh,con_quien_postula,edad,tiene_propiedad,tiene_subsidio_habitacional,nacionalidad,ingresos,ahorro
CONV-10776,2025-02-12,Eum suscipit cumque. Magnam inventore laborum libero quam veritatis mollitia.,17,jesus.salgado.demo37011@hotmail.com,"[""impedit"", ""vel"", ""similique""]",Modi sit est reprehenderit ipsum.,DS19,40%,Otros,58,Sí,No,Chilena,$400.000 - $600.000,$500.000
CONV-10777,2025-11-25,Consectetur nihil consequatur minus nam non.,12,marcelina.badilla.demo28655@hotmail.com,"[""voluptatibus"", ""dolore""]",Illum voluptate unde nam impedit.,Ninguno,80%,Familia,42,No,No,Chilena,$600.001 - $900.000,$1.000.000
CONV-10778,2025-04-07,Necessitatibus reiciendis maiores repellat maxime.,14,marcelina.badilla.demo28655@hotmail.com,"[""laboriosam"", ""fuga""]",Quod dolor quo excepturi.,DS49,80%,Solo,55,Sí,No,Peruana,$900.001 - $1.200.000,Sin ahorro formal
CONV-10779,2024-08-09,Corrupti delectus temporibus. Dolore libero ex iusto assumenda.,21,marcelina.badilla.demo28655@hotmail.com,"[""aspernatur""]",Laboriosam corrupti perferendis dolore quo at eveniet.,DS19,40%,Familia,38,No,Sí,Chilena,Más de $1.200.000,$500.000
CONV-10780,2025-04-17,Rem mollitia iusto ipsum nulla. Necessitatibus illo commodi hic maiores accusamus.,12,daniel.jerez.demo43879@hotmail.com,"[""excepturi"", ""magni"", ""quisquam""]",Nam error adipisci est autem illum doloremque non.,Ninguno,60%,Familia,27,Sí,No,Chilena,$600.001 - $900.000,$500.000
CONV-10781,2026-03-30,Dolore dolorum eos. Molestias minus ad repellendus impedit.,25,daniel.jerez.demo43879@hotmail.com,"[""asperiores"", ""recusandae"", ""iusto""]",Dolores veniam perspiciatis placeat perferendis.,DS49,60%,Solo,44,No,Sí,Chilena,$900.001 - $1.200.000,$2.000.000
CONV-10782,2024-07-28,Quas aperiam officiis ea quaerat. Esse omnis consectetur earum.,13,jose.carvajal.demo19855@outlook.com,"[""accusantium""]",Fuga eius deleniti veritatis veritatis in debitis praesentium.,DS49,40%,Solo,55,Sí,No,Chilena,$900.001 - $1.200.000,$2.000.000
CONV-10783,2025-03-04,Ducimus quae nesciunt nobis. Ipsam exercitationem quae facere aliquam.,15,jose.carvajal.demo19855@outlook.com,"[""error"", ""eveniet"", ""voluptatem"", ""fugit""]",Asperiores fuga dolorem dolor.,DS1,No registra,Solo,65,No,No,Chilena,$400.000 - $600.000,$1.000.000
CONV-10784,2025-04-16,Sunt inventore doloribus repudiandae laboriosam cum.,21,jose.carvajal.demo19855@outlook.com,"[""temporibus"", ""doloribus"", ""exercitationem"", ""fuga""]",Architecto quis minus laborum.,DS19,80%,Cónyuge,68,Sí,Sí,Chilena,$400.000 - $600.000,$1.000.000
CONV-10785,2024-11-03,Laborum ab quidem aut. Placeat itaque fuga. Eveniet sed recusandae praesentium quaerat vero.,23,javiera.catalan.demo37457@yahoo.com,"[""consequuntur"", ""id""]",Voluptate sunt vero corrupti amet cupiditate esse.,Ninguno,40%,Familia,30,No,Sí,Chilena,$600.001 - $900.000,$1.000.000
CONV-10786,2025-02-11,Libero eveniet illum quae dolorem assumenda animi aperiam.,10,mauricio.vasquez.demo34771@outlook.com,"[""tempora"", ""maiores"", ""maiores"", ""deserunt""]",Similique atque alias id nam incidunt cupiditate.,Pendiente evaluación,40%,Familia,48,No,No,Chilena,$900.001 - $1.200.000,$1.000.000
CONV-10787,2025-05-15,Dolor quasi dolorum deserunt laborum.,12,mauricio.vasquez.demo34771@outlook.com,"[""maiores"", ""veniam"", ""quod"", ""officiis""]",Quasi temporibus veritatis.,DS1,60%,Cónyuge,39,Sí,No,Venezolana,$600.001 - $900.000,$2.000.000
CONV-10788,2024-11-24,Consequuntur nisi explicabo magni. Quia eos laboriosam vitae. Velit natus ea omnis quam fugiat.,10,mauricio.vasquez.demo34771@outlook.com,"[""laboriosam"", ""neque"", ""dolorum"", ""quod""]",Possimus iste labore occaecati nam.,DS19,40%,Otros,26,No,Sí,Chilena,$900.001 - $1.200.000,$1.000.000
CONV-10789,2025-08-15,Culpa voluptate ad veritatis incidunt quae nemo.,17,osvaldo.galaz.demo25389@yahoo.com,"[""accusantium"", ""sunt"", ""harum"", ""quo""]",Nulla inventore ipsam fugiat voluptas placeat assumenda.,Ninguno,60%,Cónyuge,41,Sí,No,Chilena,$600.001 - $900.000,$500.000
CONV-10790,2024-12-02,Id error dignissimos commodi quae. Fugit repellat cum.,16,paola.toledo.demo35889@gmail.com,"[""aliquid"", ""dicta""]",Consectetur saepe quae dolore veritatis amet.,Ninguno,60%,Solo,34,No,Sí,Chilena,$600.001 - $900.000,$500.000
CONV-10791,2025-01-30,Hic ipsa quisquam fugiat. Quidem dicta dicta laborum velit vel culpa dignissimos.,8,maria.campos.demo20855@yahoo.com,"[""ullam"", ""cum"", ""praesentium"", ""eius""]",Odit nisi rem optio.,Ninguno,80%,Cónyuge,18,Sí,No,Venezolana,$900.001 - $1.200.000,Sin ahorro formal
CONV-10792,2024-12-18,Quibusdam iusto hic molestias recusandae.,19,maria.campos.demo20855@yahoo.com,"[""sed""]",Quaerat assumenda minus illo blanditiis rerum debitis.,Ninguno,60%,Familia,36,No,Sí,Chilena,$900.001 - $1.200.000,$2.000.000
CONV-10793,2025-01-06,Ullam aspernatur provident magnam.,15,maria.campos.demo20855@yahoo.com,"[""itaque""]",Eaque delectus dolores soluta rerum quam.,DS49,No registra,Solo,38,Sí,No,Chilena,$900.001 - $1.200.000,$500.000
CONV-10794,2024-06-13,Nulla corrupti architecto.,17,gladys.mella.demo11897@yahoo.com,"[""aliquid"", ""dicta""]",Reiciendis architecto harum maiores dolor.,Pendiente evaluación,80%,Cónyuge,37,Sí,No,Chilena,$600.001 - $900.000,Sin ahorro formal
CONV-10795,2026-05-03,At deleniti praesentium sapiente dolores saepe nisi.,9,gladys.mella.demo11897@yahoo.com,"[""amet"", ""ducimus"", ""accusantium""]",Rem illo cum.,Pendiente evaluación,40%,Cónyuge,51,No,Sí,Chilena,Más de $1.200.000,$500.000
CONV-10796,2025-09-11,Eum libero eum doloremque nemo quam magni blanditiis.,21,gladys.mella.demo11897@yahoo.com,"[""nulla"", ""dicta""]",Explicabo quidem magnam fugiat aut facilis consequuntur.,DS1,No registra,Solo,36,Sí,Sí,Chilena,$900.001 - $1.200.000,$2.000.000
CONV-10797,2025-12-22,Nihil nulla facilis.,14,rose.sepulveda.demo22933@yahoo.com,"[""architecto"", ""rerum"", ""distinctio"", ""consectetur""]",Ducimus odio inventore maiores at.,DS19,80%,Familia,32,Sí,Sí,Chilena,Más de $1.200.000,$2.000.000
CONV-10798,2024-09-16,Consequatur et ea optio corporis. Dicta dolores odit.,20,emanuel.villegas.demo6871@outlook.com,"[""accusantium"", ""hic""]",Nulla quia similique voluptatum ipsa nesciunt.,Ninguno,60%,Cónyuge,63,No,Sí,Chilena,$600.001 - $900.000,Sin ahorro formal
CONV-10799,2024-08-01,Cumque dolore architecto consectetur. Est perferendis officia veniam ratione.,11,emanuel.villegas.demo6871@outlook.com,"[""error""]",Dolorem veniam corporis quasi pariatur totam perspiciatis.,Pendiente evaluación,40%,Otros,21,No,Sí,Chilena,$600.001 - $900.000,Sin ahorro formal
CONV-10800,2025-11-12,Labore ducimus veritatis praesentium. Odio consequatur impedit explicabo.,11,juan.ibacache.demo50502@outlook.com,"[""a""]",Accusantium et incidunt commodi nihil nesciunt aperiam.,DS19,60%,Cónyuge,59,Sí,No,Chilena,$900.001 - $1.200.000,Sin ahorro formal
CONV-10801,2026-01-12,Nihil harum voluptate optio velit beatae.,4,genesis.calderon.demo34288@gmail.com,"[""minima"", ""voluptatem"", ""dolores""]",Quae distinctio ullam dolores.,DS1,40%,Cónyuge,42,No,No,Chilena,Más de $1.200.000,$1.000.000
CONV-10802,2026-05-18,Recusandae porro beatae corrupti praesentium quia.,7,genesis.calderon.demo34288@gmail.com,"[""error"", ""aperiam"", ""ipsum""]",Perspiciatis explicabo hic eligendi voluptatibus perferendis alias.,DS49,60%,Otros,31,Sí,No,Venezolana,Más de $1.200.000,$2.000.000
CONV-10803,2025-08-29,Saepe nam explicabo occaecati deleniti.,17,genesis.calderon.demo34288@gmail.com,"[""inventore"", ""deleniti"", ""ab""]",Exercitationem similique maxime blanditiis beatae itaque.,DS1,40%,Familia,53,Sí,Sí,Chilena,$900.001 - $1.200.000,Sin ahorro formal
CONV-10804,2025-02-21,Excepturi omnis asperiores eos eligendi.,20,alicia.rodriguez.demo30029@hotmail.com,"[""asperiores"", ""aliquam"", ""modi""]",Facere tenetur doloremque sed.,Pendiente evaluación,No registra,Otros,68,No,Sí,Chilena,Más de $1.200.000,$1.000.000
CONV-10805,2024-08-04,Dolorum maxime dicta ducimus.,24,alicia.rodriguez.demo30029@hotmail.com,"[""praesentium"", ""eveniet"", ""sequi"", ""ipsam""]",Minima quis veritatis cumque.,DS49,40%,Cónyuge,63,No,No,Chilena,$400.000 - $600.000,$2.000.000
CONV-10806,2025-06-18,Repellendus quae doloribus eligendi.,23,alicia.rodriguez.demo30029@hotmail.com,"[""minima""]",Et tenetur minus quaerat eveniet.,Pendiente evaluación,80%,Otros,43,No,No,Chilena,$400.000 - $600.000,$500.000
CONV-10807,2025-06-24,Molestiae magnam sequi alias architecto ab voluptate. Nulla repellendus non.,18,constanza.morales.demo12939@yahoo.com,"[""accusamus""]",Accusantium cumque quisquam blanditiis fugit dicta consequuntur.,DS49,80%,Cónyuge,44,Sí,No,Chilena,$900.001 - $1.200.000,$2.000.000
CONV-10808,2025-06-05,Sint deleniti earum neque enim.,18,constanza.morales.demo12939@yahoo.com,"[""maxime""]",Nostrum impedit dolores expedita quae at reiciendis.,DS49,60%,Familia,28,No,Sí,Chilena,Más de $1.200.000,Sin ahorro formal
CONV-10809,2026-04-27,Illum eum labore id maxime debitis sapiente.,24,pamela.olivares.demo45430@hotmail.com,"[""enim"", ""officia"", ""veritatis"", ""hic""]",Fugit odit reprehenderit minus corporis nemo.,DS1,60%,Otros,43,Sí,No,Chilena,Más de $1.200.000,$2.000.000
CONV-10810,2025-12-19,Eum sit voluptatem corrupti.,22,angelina.ulloa.demo20592@yahoo.com,"[""totam"", ""quia"", ""quaerat"", ""illo""]",Nam explicabo libero debitis fugiat tenetur.,DS49,80%,Otros,38,Sí,No,Chilena,$600.001 - $900.000,Sin ahorro formal
CONV-10811,2024-07-18,Quod unde quod quaerat alias quas. Nihil nulla ipsa adipisci et nostrum.,12,joel.pino.demo10027@outlook.com,"[""neque"", ""nobis"", ""fuga"", ""doloremque""]",Sed suscipit commodi dolorum.,Ninguno,40%,Otros,59,Sí,No,Chilena,$400.000 - $600.000,Sin ahorro formal
CONV-10812,2024-10-05,Quasi est eveniet eaque explicabo debitis doloribus accusamus. Harum voluptas ducimus ullam.,19,joel.pino.demo10027@outlook.com,"[""et""]",Aspernatur vitae repellat beatae.,DS1,40%,Otros,23,No,No,Chilena,$900.001 - $1.200.000,$1.000.000
CONV-10813,2026-05-16,Nesciunt sequi rerum. Expedita at ex recusandae ullam excepturi.,7,felipe.pozo.demo49612@hotmail.com,"[""iure""]",Atque sit reprehenderit autem deserunt occaecati.,DS19,80%,Cónyuge,40,Sí,No,Colombiana,Más de $1.200.000,$2.000.000
CONV-10814,2026-03-16,Pariatur soluta atque culpa. Ut nam nihil. Repudiandae ipsum hic.,9,felipe.pozo.demo49612@hotmail.com,"[""eius""]",Accusamus delectus vel neque dolorum nesciunt.,DS49,40%,Otros,60,No,Sí,Peruana,Más de $1.200.000,$500.000
CONV-10815,2025-01-04,Dicta itaque enim id tempora alias optio. Quis saepe repudiandae ab.,4,felipe.pozo.demo49612@hotmail.com,"[""ea"", ""ipsum"", ""voluptates""]",Magni ipsum aspernatur nesciunt saepe accusantium placeat repellendus.,DS1,60%,Cónyuge,58,No,Sí,Chilena,$900.001 - $1.200.000,$2.000.000
CONV-10816,2024-09-23,Fuga omnis non nihil nulla deserunt corrupti.,19,matias.andrade.demo33863@yahoo.com,"[""et""]",Atque deleniti nesciunt officia.,DS19,60%,Otros,67,No,No,Chilena,$400.000 - $600.000,$1.000.000
CONV-10817,2025-07-26,Tempora quis enim impedit recusandae soluta.,20,violeta.aguirre.demo50653@gmail.com,"[""fugiat"", ""magnam""]",Alias blanditiis ea odio sit cupiditate occaecati explicabo.,DS19,60%,Otros,22,No,Sí,Chilena,$600.001 - $900.000,$1.000.000
CONV-10818,2024-09-28,Optio error quos.,19,violeta.aguirre.demo50653@gmail.com,"[""distinctio"", ""cumque"", ""veritatis"", ""explicabo""]",Beatae nobis amet aliquam magnam.,DS19,60%,Otros,25,No,No,Chilena,$400.000 - $600.000,$2.000.000
CONV-10819,2025-01-02,Explicabo quos sit sapiente iusto quo modi. Commodi odio beatae aspernatur.,15,violeta.aguirre.demo50653@gmail.com,"[""et"", ""velit""]",Perspiciatis expedita corrupti quis libero similique deserunt saepe.,DS19,80%,Familia,32,No,No,Chilena,$600.001 - $900.000,$1.000.000
CONV-10820,2025-05-04,Assumenda alias voluptate reprehenderit aliquam ad nihil.,22,luis.mondaca.demo45444@yahoo.com,"[""vero""]",Distinctio quam cum nesciunt.,Ninguno,60%,Cónyuge,31,Sí,No,Chilena,$600.001 - $900.000,Sin ahorro formal
CONV-10821,2025-12-24,Cum dicta vel. Qui voluptatum nostrum omnis corporis corporis.,3,benjamin.castro.demo35774@gmail.com,"[""officia""]",Laudantium debitis assumenda in nemo.,DS1,60%,Solo,52,Sí,Sí,Colombiana,$400.000 - $600.000,$1.000.000
CONV-10822,2024-07-12,Ipsum nobis libero iusto dolorem in enim. Aspernatur iste quisquam pariatur.,10,benjamin.castro.demo35774@gmail.com,"[""necessitatibus"", ""repellat"", ""neque""]",Animi doloremque iusto est.,DS49,40%,Familia,52,No,No,Chilena,$600.001 - $900.000,Sin ahorro formal
CONV-10823,2025-07-27,Praesentium porro maxime fuga quaerat incidunt.,7,jose.rojas.demo17934@hotmail.com,"[""architecto""]",Nam ullam rerum est eos odit error.,Ninguno,80%,Familia,19,No,No,Chilena,Más de $1.200.000,$500.000
CONV-10824,2026-05-07,Atque laboriosam minus. Dolor blanditiis minus repellendus.,22,jose.rojas.demo17934@hotmail.com,"[""veniam"", ""repellendus"", ""unde"", ""mollitia""]",Dolor iusto asperiores doloremque accusantium magni.,Pendiente evaluación,40%,Solo,49,No,Sí,Venezolana,$600.001 - $900.000,Sin ahorro formal
CONV-10825,2025-12-23,Libero mollitia fugiat ratione.,5,karina.hidalgo.demo30380@gmail.com,"[""dignissimos"", ""vitae"", ""sit""]",Libero quidem quos nam impedit aperiam fugit.,DS19,60%,Solo,24,Sí,No,Chilena,Más de $1.200.000,$1.000.000
CONV-10826,2024-07-26,Ab hic excepturi at facere suscipit.,12,karina.hidalgo.demo30380@gmail.com,"[""et"", ""officia"", ""quas""]",Ducimus id placeat eveniet.,DS1,80%,Familia,61,Sí,Sí,Chilena,$400.000 - $600.000,$2.000.000
CONV-10827,2025-08-05,Quod nemo modi possimus voluptate doloribus. Ratione harum quia repudiandae sed.,20,jose.salazar.demo30803@outlook.com,"[""tempore"", ""totam"", ""laboriosam""]",Beatae iure esse eos debitis.,DS1,No registra,Familia,41,No,No,Chilena,$900.001 - $1.200.000,$2.000.000
CONV-10828,2025-03-21,Facilis voluptas velit voluptates quidem.,23,jose.salazar.demo30803@outlook.com,"[""occaecati"", ""officiis"", ""deleniti"", ""molestias""]",Corporis architecto quam cumque.,DS49,60%,Cónyuge,32,Sí,Sí,Chilena,$900.001 - $1.200.000,Sin ahorro formal
CONV-10829,2025-10-02,Est quos laborum veritatis aperiam.,22,jose.salazar.demo30803@outlook.com,"[""quis"", ""quibusdam""]",Vel tenetur dolore doloribus.,Ninguno,80%,Familia,29,Sí,No,Venezolana,$900.001 - $1.200.000,$2.000.000
CONV-10830,2025-05-26,Nihil facere temporibus quaerat. Soluta error ad enim.,8,valeska.bravo.demo43498@hotmail.com,"[""nesciunt"", ""in"", ""perferendis""]",Dolor nostrum sint odio.,DS19,80%,Otros,54,Sí,No,Peruana,Más de $1.200.000,$2.000.000
CONV-10831,2024-08-29,Dicta id esse accusantium ad reprehenderit.,10,olivia.ramirez.demo11178@gmail.com,"[""expedita"", ""deserunt"", ""sint"", ""iste""]",At expedita aperiam maiores.,DS19,60%,Otros,55,Sí,Sí,Chilena,$400.000 - $600.000,Sin ahorro formal
CONV-10832,2025-04-17,Voluptas nihil iste ut repellendus consequuntur ullam.,18,olivia.ramirez.demo11178@gmail.com,"[""provident"", ""dicta"", ""mollitia"", ""quo""]",Est dolore autem occaecati hic dolore soluta.,DS19,60%,Otros,56,Sí,No,Chilena,$900.001 - $1.200.000,$500.000
CONV-10833,2026-03-25,Repellat accusamus nisi voluptatum reprehenderit. Repudiandae deserunt rerum consequatur.,12,julia.lazcano.demo44247@yahoo.com,"[""nobis"", ""molestiae""]",Eaque dolores ipsum laboriosam aspernatur tenetur assumenda vero.,Ninguno,60%,Cónyuge,57,No,Sí,Chilena,$600.001 - $900.000,$500.000
CONV-10834,2024-06-24,Nesciunt eos nisi quo cum. Fugiat non error.,7,susana.vega.demo15421@hotmail.com,"[""debitis"", ""minus"", ""veritatis""]",Rem quod vero cum reiciendis.,DS49,No registra,Solo,32,Sí,No,Chilena,Más de $1.200.000,$500.000
CONV-10835,2025-06-05,Quae aut voluptatum libero nihil numquam ipsam.,19,cristian.diaz.demo1626@outlook.com,"[""distinctio"", ""minima"", ""numquam""]",Hic veritatis illum veniam alias excepturi omnis.,Ninguno,No registra,Solo,45,No,Sí,Chilena,$400.000 - $600.000,$500.000
CONV-10836,2025-06-08,Voluptatum doloribus sed officia. Sequi error pariatur.,21,maria.gonzalez.demo36461@yahoo.com,"[""officiis"", ""deleniti"", ""praesentium"", ""ut""]",Quia aliquid beatae sint dicta.,Pendiente evaluación,80%,Familia,19,Sí,Sí,Chilena,Más de $1.200.000,$1.000.000
CONV-10837,2025-04-29,Quo facilis nisi est. Dignissimos ducimus voluptates aliquam.,7,maria.gonzalez.demo36461@yahoo.com,"[""ipsa"", ""totam""]",Ab autem sit fuga aspernatur quis.,DS19,40%,Solo,39,Sí,No,Chilena,$600.001 - $900.000,$500.000
CONV-10838,2025-12-07,Ad eum assumenda pariatur commodi.,3,maria.gonzalez.demo36461@yahoo.com,"[""quibusdam""]",Debitis consequuntur perspiciatis dicta.,DS49,No registra,Familia,58,No,Sí,Colombiana,$900.001 - $1.200.000,$2.000.000
CONV-10839,2025-11-13,Facere harum odio nemo quisquam. Sequi sapiente maiores debitis esse aliquid fugiat.,20,catalina.moya.demo24260@hotmail.com,"[""eveniet"", ""repellendus"", ""amet"", ""tempore""]",Quod facere incidunt optio ad pariatur.,DS49,40%,Familia,55,No,No,Chilena,$400.000 - $600.000,$500.000
CONV-10840,2026-01-28,Illum quia sit fugiat consequatur nam.,4,juana.olave.demo5193@yahoo.com,"[""natus"", ""illo""]",Iste tempora sunt provident.,DS49,60%,Familia,70,No,No,Venezolana,$900.001 - $1.200.000,$2.000.000
CONV-10841,2025-10-05,Explicabo vitae occaecati odio quo dolor repellat.,3,alex.fuentes.demo51564@hotmail.com,"[""maxime"", ""qui"", ""accusamus"", ""neque""]",Dolores accusantium enim possimus iste dolores fuga.,Ninguno,80%,Otros,30,Sí,No,Chilena,$900.001 - $1.200.000,$1.000.000
CONV-10842,2025-08-04,Recusandae beatae dolorum autem atque expedita.,12,alex.fuentes.demo51564@hotmail.com,"[""facere"", ""consequatur""]",Optio unde iusto accusantium odit quibusdam nisi quam.,DS1,40%,Familia,43,No,No,Chilena,$900.001 - $1.200.000,$2.000.000
CONV-10843,2025-07-22,Fugit similique odit.,13,nahuel.pizarro.demo4505@yahoo.com,"[""illum"", ""veritatis"", ""doloribus""]",Laudantium delectus sequi repudiandae pariatur accusamus sunt.,Pendiente evaluación,80%,Familia,50,No,Sí,Chilena,$900.001 - $1.200.000,$500.000
CONV-10844,2025-01-18,Labore beatae quod quae omnis. Qui ea minus.,17,karen.molina.demo38934@outlook.com,"[""facere"", ""voluptatum"", ""consequuntur"", ""et""]",Ipsum odio eaque nam.,DS49,No registra,Cónyuge,23,No,No,Chilena,$600.001 - $900.000,$2.000.000
CONV-10845,2025-12-15,Facilis repellendus tempore illum enim numquam molestiae.,22,karen.molina.demo38934@outlook.com,"[""labore"", ""provident"", ""ipsum""]",Beatae tempora in debitis nulla omnis alias iure.,DS49,80%,Otros,61,Sí,No,Colombiana,Más de $1.200.000,$500.000
CONV-10846,2025-10-21,Sit nihil minima aliquam non atque quod.,15,karen.molina.demo38934@outlook.com,"[""earum"", ""ipsum"", ""dolores"", ""rerum""]",Quis eaque dolor quae.,Pendiente evaluación,No registra,Cónyuge,22,Sí,No,Chilena,$400.000 - $600.000,$2.000.000
CONV-10847,2024-12-24,Quasi cupiditate delectus quaerat autem ratione aliquid.,22,marina.perez.demo17751@gmail.com,"[""fuga"", ""dolor""]",Nesciunt voluptatibus non quia maxime repellat explicabo nemo.,DS19,80%,Otros,38,Sí,No,Chilena,$900.001 - $1.200.000,$2.000.000
CONV-10848,2026-05-10,Nostrum porro quod dolorem dignissimos veritatis tempore.,15,marina.perez.demo17751@gmail.com,"[""consectetur"", ""laudantium"", ""fugiat""]",Adipisci culpa assumenda nihil sed.,Ninguno,No registra,Familia,48,Sí,No,Chilena,$600.001 - $900.000,$1.000.000
CONV-10849,2026-05-29,Iste voluptas unde nesciunt illum nemo.,12,omar.soto.demo17980@gmail.com,"[""assumenda""]",Placeat amet aut nemo sit.,DS19,40%,Cónyuge,37,Sí,Sí,Chilena,Más de $1.200.000,$2.000.000
CONV-10850,2024-12-08,Consequuntur corporis reiciendis modi eum architecto laboriosam.,22,antonio.ramirez.demo38833@outlook.com,"[""sed"", ""atque"", ""doloremque"", ""sapiente""]",Quaerat aliquam aliquid iste aliquid porro.,DS19,40%,Otros,24,Sí,Sí,Chilena,$600.001 - $900.000,$2.000.000
CONV-10851,2025-11-08,Iusto ut quo aspernatur. Labore et vero. Vel fuga iusto sint dignissimos esse dolor.,9,antonio.ramirez.demo38833@outlook.com,"[""minima"", ""earum"", ""officia""]",Et rerum occaecati ex.,Ninguno,80%,Otros,20,Sí,Sí,Chilena,Más de $1.200.000,Sin ahorro formal
